Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
3080	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3080	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3080	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3080	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
3080	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3080	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3080	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
3080	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
3080	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3080	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3188	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
3188	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3188	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
3188	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3188	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3188	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3188	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3188	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3188	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3188	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
3188	svchost.exe	12	SeSystemtimePrivilege		Change the system time
3188	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
3188	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
3188	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
3188	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
3188	svchost.exe	17	SeBackupPrivilege		Backup files and directories
3188	svchost.exe	18	SeRestorePrivilege		Restore files and directories
3188	svchost.exe	19	SeShutdownPrivilege		Shut down the system
3188	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
3188	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3188	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3188	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3188	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3188	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
3188	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3188	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3188	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3188	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3188	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3188	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3188	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3188	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
3188	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
3188	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
3188	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
3896	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
3896	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3896	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3896	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
3896	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3896	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
3896	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
3896	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3896	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3896	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
3896	svchost.exe	12	SeSystemtimePrivilege		Change the system time
3896	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
3896	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3896	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
3896	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
3896	svchost.exe	17	SeBackupPrivilege		Backup files and directories
3896	svchost.exe	18	SeRestorePrivilege		Restore files and directories
3896	svchost.exe	19	SeShutdownPrivilege		Shut down the system
3896	svchost.exe	20	SeDebugPrivilege		Debug programs
3896	svchost.exe	21	SeAuditPrivilege		Generate security audits
3896	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3896	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3896	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3896	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
3896	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3896	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3896	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3896	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3896	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
3896	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3896	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3896	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
3896	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
3896	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3896	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4612	sihost.exe	2	SeCreateTokenPrivilege		Create a token object
4612	sihost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4612	sihost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4612	sihost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4612	sihost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4612	sihost.exe	7	SeTcbPrivilege		Act as part of the operating system
4612	sihost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4612	sihost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4612	sihost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4612	sihost.exe	11	SeSystemProfilePrivilege		Profile system performance
4612	sihost.exe	12	SeSystemtimePrivilege		Change the system time
4612	sihost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4612	sihost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4612	sihost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4612	sihost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4612	sihost.exe	17	SeBackupPrivilege		Backup files and directories
4612	sihost.exe	18	SeRestorePrivilege		Restore files and directories
4612	sihost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4612	sihost.exe	20	SeDebugPrivilege		Debug programs
4612	sihost.exe	21	SeAuditPrivilege		Generate security audits
4612	sihost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4612	sihost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4612	sihost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4612	sihost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4612	sihost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4612	sihost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4612	sihost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4612	sihost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4612	sihost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4612	sihost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4612	sihost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4612	sihost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4612	sihost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4612	sihost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4612	sihost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4676	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4676	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4676	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4676	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4676	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4676	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4676	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4676	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4676	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4676	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4676	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4676	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4676	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4676	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4676	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4676	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4676	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4676	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4676	svchost.exe	20	SeDebugPrivilege		Debug programs
4676	svchost.exe	21	SeAuditPrivilege		Generate security audits
4676	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4676	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4676	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4676	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4676	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4676	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4676	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4676	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4676	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4676	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4676	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4676	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4676	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4676	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4676	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4712	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4712	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4712	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4712	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4712	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4712	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4712	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4712	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4712	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4712	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4712	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4712	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4712	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4712	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4712	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4712	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4712	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4712	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4712	svchost.exe	20	SeDebugPrivilege		Debug programs
4712	svchost.exe	21	SeAuditPrivilege		Generate security audits
4712	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4712	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4712	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4712	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4712	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4712	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4712	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4712	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4712	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4712	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4712	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4712	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4712	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4712	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4712	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4764	GoogleUpdate.e	2	SeCreateTokenPrivilege		Create a token object
4764	GoogleUpdate.e	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4764	GoogleUpdate.e	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
4764	GoogleUpdate.e	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
4764	GoogleUpdate.e	6	SeMachineAccountPrivilege		Add workstations to the domain
4764	GoogleUpdate.e	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4764	GoogleUpdate.e	8	SeSecurityPrivilege	Present	Manage auditing and security log
4764	GoogleUpdate.e	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
4764	GoogleUpdate.e	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
4764	GoogleUpdate.e	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
4764	GoogleUpdate.e	12	SeSystemtimePrivilege	Present	Change the system time
4764	GoogleUpdate.e	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
4764	GoogleUpdate.e	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
4764	GoogleUpdate.e	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
4764	GoogleUpdate.e	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
4764	GoogleUpdate.e	17	SeBackupPrivilege	Present	Backup files and directories
4764	GoogleUpdate.e	18	SeRestorePrivilege	Present	Restore files and directories
4764	GoogleUpdate.e	19	SeShutdownPrivilege	Present	Shut down the system
4764	GoogleUpdate.e	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
4764	GoogleUpdate.e	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
4764	GoogleUpdate.e	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
4764	GoogleUpdate.e	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4764	GoogleUpdate.e	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4764	GoogleUpdate.e	25	SeUndockPrivilege	Present	Remove computer from docking station
4764	GoogleUpdate.e	26	SeSyncAgentPrivilege		Synch directory service data
4764	GoogleUpdate.e	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4764	GoogleUpdate.e	28	SeManageVolumePrivilege	Present	Manage the files on a volume
4764	GoogleUpdate.e	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4764	GoogleUpdate.e	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
4764	GoogleUpdate.e	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4764	GoogleUpdate.e	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4764	GoogleUpdate.e	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
4764	GoogleUpdate.e	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
4764	GoogleUpdate.e	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
4764	GoogleUpdate.e	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
4808	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4808	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4808	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
4808	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4808	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4808	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4808	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
4808	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
4808	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4808	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
4808	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4808	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
4808	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
4808	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
4808	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
4808	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
4808	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
4808	svchost.exe	19	SeShutdownPrivilege		Shut down the system
4808	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
4808	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
4808	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4808	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4808	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4808	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
4808	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4808	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4808	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4808	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4808	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
4808	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4808	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4808	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
4808	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
4808	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
4808	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
4872	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4872	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4872	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
4872	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4872	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4872	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4872	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4872	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
4872	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4872	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
4872	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4872	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
4872	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
4872	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
4872	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
4872	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4872	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4872	svchost.exe	19	SeShutdownPrivilege		Shut down the system
4872	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
4872	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
4872	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4872	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4872	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4872	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
4872	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4872	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4872	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4872	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
4872	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4872	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4872	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4872	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
4872	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
4872	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
4872	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
4940	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4940	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
4940	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
4940	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
4940	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4940	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
4940	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4940	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4940	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4940	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
4940	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4940	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
4940	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
4940	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
4940	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
4940	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4940	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4940	svchost.exe	19	SeShutdownPrivilege		Shut down the system
4940	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
4940	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
4940	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4940	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4940	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4940	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
4940	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4940	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4940	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4940	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
4940	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
4940	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4940	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4940	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
4940	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
4940	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
4940	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
5032	ctfmon.exe	2	SeCreateTokenPrivilege		Create a token object
5032	ctfmon.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
5032	ctfmon.exe	4	SeLockMemoryPrivilege		Lock pages in memory
5032	ctfmon.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
5032	ctfmon.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
5032	ctfmon.exe	7	SeTcbPrivilege		Act as part of the operating system
5032	ctfmon.exe	8	SeSecurityPrivilege		Manage auditing and security log
5032	ctfmon.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5032	ctfmon.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
5032	ctfmon.exe	11	SeSystemProfilePrivilege		Profile system performance
5032	ctfmon.exe	12	SeSystemtimePrivilege		Change the system time
5032	ctfmon.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
5032	ctfmon.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5032	ctfmon.exe	15	SeCreatePagefilePrivilege		Create a pagefile
5032	ctfmon.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
5032	ctfmon.exe	17	SeBackupPrivilege		Backup files and directories
5032	ctfmon.exe	18	SeRestorePrivilege		Restore files and directories
5032	ctfmon.exe	19	SeShutdownPrivilege	Present	Shut down the system
5032	ctfmon.exe	20	SeDebugPrivilege		Debug programs
5032	ctfmon.exe	21	SeAuditPrivilege		Generate security audits
5032	ctfmon.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5032	ctfmon.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5032	ctfmon.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5032	ctfmon.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
5032	ctfmon.exe	26	SeSyncAgentPrivilege		Synch directory service data
5032	ctfmon.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5032	ctfmon.exe	28	SeManageVolumePrivilege		Manage the files on a volume
5032	ctfmon.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
