Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
5328	RuntimeBroker.	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5328	RuntimeBroker.	10	SeLoadDriverPrivilege		Load and unload device drivers
5328	RuntimeBroker.	11	SeSystemProfilePrivilege		Profile system performance
5328	RuntimeBroker.	12	SeSystemtimePrivilege		Change the system time
5328	RuntimeBroker.	13	SeProfileSingleProcessPrivilege		Profile a single process
5328	RuntimeBroker.	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5328	RuntimeBroker.	15	SeCreatePagefilePrivilege		Create a pagefile
5328	RuntimeBroker.	16	SeCreatePermanentPrivilege		Create permanent shared objects
5328	RuntimeBroker.	17	SeBackupPrivilege		Backup files and directories
5328	RuntimeBroker.	18	SeRestorePrivilege		Restore files and directories
5328	RuntimeBroker.	19	SeShutdownPrivilege	Present	Shut down the system
5328	RuntimeBroker.	20	SeDebugPrivilege		Debug programs
5328	RuntimeBroker.	21	SeAuditPrivilege		Generate security audits
5328	RuntimeBroker.	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5328	RuntimeBroker.	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5328	RuntimeBroker.	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5328	RuntimeBroker.	25	SeUndockPrivilege	Present	Remove computer from docking station
5328	RuntimeBroker.	26	SeSyncAgentPrivilege		Synch directory service data
5328	RuntimeBroker.	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5328	RuntimeBroker.	28	SeManageVolumePrivilege		Manage the files on a volume
5328	RuntimeBroker.	29	SeImpersonatePrivilege		Impersonate a client after authentication
5328	RuntimeBroker.	30	SeCreateGlobalPrivilege	Default	Create global objects
5328	RuntimeBroker.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5328	RuntimeBroker.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5328	RuntimeBroker.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
5328	RuntimeBroker.	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
5328	RuntimeBroker.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
5328	RuntimeBroker.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
5364	RuntimeBroker.	2	SeCreateTokenPrivilege		Create a token object
5364	RuntimeBroker.	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
5364	RuntimeBroker.	4	SeLockMemoryPrivilege		Lock pages in memory
5364	RuntimeBroker.	5	SeIncreaseQuotaPrivilege		Increase quotas
5364	RuntimeBroker.	6	SeMachineAccountPrivilege		Add workstations to the domain
5364	RuntimeBroker.	7	SeTcbPrivilege		Act as part of the operating system
5364	RuntimeBroker.	8	SeSecurityPrivilege		Manage auditing and security log
5364	RuntimeBroker.	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
5364	RuntimeBroker.	10	SeLoadDriverPrivilege		Load and unload device drivers
5364	RuntimeBroker.	11	SeSystemProfilePrivilege		Profile system performance
5364	RuntimeBroker.	12	SeSystemtimePrivilege		Change the system time
5364	RuntimeBroker.	13	SeProfileSingleProcessPrivilege		Profile a single process
5364	RuntimeBroker.	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
5364	RuntimeBroker.	15	SeCreatePagefilePrivilege		Create a pagefile
5364	RuntimeBroker.	16	SeCreatePermanentPrivilege		Create permanent shared objects
5364	RuntimeBroker.	17	SeBackupPrivilege		Backup files and directories
5364	RuntimeBroker.	18	SeRestorePrivilege		Restore files and directories
5364	RuntimeBroker.	19	SeShutdownPrivilege	Present	Shut down the system
5364	RuntimeBroker.	20	SeDebugPrivilege		Debug programs
5364	RuntimeBroker.	21	SeAuditPrivilege		Generate security audits
5364	RuntimeBroker.	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
5364	RuntimeBroker.	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5364	RuntimeBroker.	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5364	RuntimeBroker.	25	SeUndockPrivilege	Present	Remove computer from docking station
5364	RuntimeBroker.	26	SeSyncAgentPrivilege		Synch directory service data
5364	RuntimeBroker.	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5364	RuntimeBroker.	28	SeManageVolumePrivilege		Manage the files on a volume
5364	RuntimeBroker.	29	SeImpersonatePrivilege		Impersonate a client after authentication
5364	RuntimeBroker.	30	SeCreateGlobalPrivilege	Default	Create global objects
5364	RuntimeBroker.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5364	RuntimeBroker.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5364	RuntimeBroker.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
5364	RuntimeBroker.	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
5364	RuntimeBroker.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
5364	RuntimeBroker.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
5756	dllhost.exe	2	SeCreateTokenPrivilege		Create a token object
5756	dllhost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
5756	dllhost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
5756	dllhost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
5756	dllhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
5756	dllhost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
5756	dllhost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
5756	dllhost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
5756	dllhost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
5756	dllhost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
5756	dllhost.exe	12	SeSystemtimePrivilege	Present	Change the system time
5756	dllhost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
5756	dllhost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
5756	dllhost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
5756	dllhost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
5756	dllhost.exe	17	SeBackupPrivilege	Present	Backup files and directories
5756	dllhost.exe	18	SeRestorePrivilege	Present	Restore files and directories
5756	dllhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
5756	dllhost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
5756	dllhost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
5756	dllhost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
5756	dllhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
5756	dllhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
5756	dllhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
5756	dllhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
5756	dllhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
5756	dllhost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
5756	dllhost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
5756	dllhost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
5756	dllhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
5756	dllhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
5756	dllhost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
5756	dllhost.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
5756	dllhost.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
5756	dllhost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
6064	RuntimeBroker.	2	SeCreateTokenPrivilege		Create a token object
6064	RuntimeBroker.	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6064	RuntimeBroker.	4	SeLockMemoryPrivilege		Lock pages in memory
6064	RuntimeBroker.	5	SeIncreaseQuotaPrivilege		Increase quotas
6064	RuntimeBroker.	6	SeMachineAccountPrivilege		Add workstations to the domain
6064	RuntimeBroker.	7	SeTcbPrivilege		Act as part of the operating system
6064	RuntimeBroker.	8	SeSecurityPrivilege		Manage auditing and security log
6064	RuntimeBroker.	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6064	RuntimeBroker.	10	SeLoadDriverPrivilege		Load and unload device drivers
6064	RuntimeBroker.	11	SeSystemProfilePrivilege		Profile system performance
6064	RuntimeBroker.	12	SeSystemtimePrivilege		Change the system time
6064	RuntimeBroker.	13	SeProfileSingleProcessPrivilege		Profile a single process
6064	RuntimeBroker.	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6064	RuntimeBroker.	15	SeCreatePagefilePrivilege		Create a pagefile
6064	RuntimeBroker.	16	SeCreatePermanentPrivilege		Create permanent shared objects
6064	RuntimeBroker.	17	SeBackupPrivilege		Backup files and directories
6064	RuntimeBroker.	18	SeRestorePrivilege		Restore files and directories
6064	RuntimeBroker.	19	SeShutdownPrivilege	Present	Shut down the system
6064	RuntimeBroker.	20	SeDebugPrivilege		Debug programs
6064	RuntimeBroker.	21	SeAuditPrivilege		Generate security audits
6064	RuntimeBroker.	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6064	RuntimeBroker.	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6064	RuntimeBroker.	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6064	RuntimeBroker.	25	SeUndockPrivilege	Present	Remove computer from docking station
6064	RuntimeBroker.	26	SeSyncAgentPrivilege		Synch directory service data
6064	RuntimeBroker.	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6064	RuntimeBroker.	28	SeManageVolumePrivilege		Manage the files on a volume
6064	RuntimeBroker.	29	SeImpersonatePrivilege		Impersonate a client after authentication
6064	RuntimeBroker.	30	SeCreateGlobalPrivilege	Default	Create global objects
6064	RuntimeBroker.	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6064	RuntimeBroker.	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6064	RuntimeBroker.	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6064	RuntimeBroker.	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6064	RuntimeBroker.	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6064	RuntimeBroker.	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3680	dllhost.exe	2	SeCreateTokenPrivilege		Create a token object
3680	dllhost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3680	dllhost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3680	dllhost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
3680	dllhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3680	dllhost.exe	7	SeTcbPrivilege		Act as part of the operating system
3680	dllhost.exe	8	SeSecurityPrivilege		Manage auditing and security log
3680	dllhost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3680	dllhost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3680	dllhost.exe	11	SeSystemProfilePrivilege		Profile system performance
3680	dllhost.exe	12	SeSystemtimePrivilege		Change the system time
3680	dllhost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
3680	dllhost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3680	dllhost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
3680	dllhost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
3680	dllhost.exe	17	SeBackupPrivilege		Backup files and directories
3680	dllhost.exe	18	SeRestorePrivilege		Restore files and directories
3680	dllhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
3680	dllhost.exe	20	SeDebugPrivilege		Debug programs
3680	dllhost.exe	21	SeAuditPrivilege		Generate security audits
3680	dllhost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3680	dllhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3680	dllhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3680	dllhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3680	dllhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3680	dllhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3680	dllhost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3680	dllhost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
3680	dllhost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
3680	dllhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3680	dllhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3680	dllhost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
3680	dllhost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
3680	dllhost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3680	dllhost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6336	VBoxTray.exe	2	SeCreateTokenPrivilege		Create a token object
6336	VBoxTray.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6336	VBoxTray.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6336	VBoxTray.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6336	VBoxTray.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6336	VBoxTray.exe	7	SeTcbPrivilege		Act as part of the operating system
6336	VBoxTray.exe	8	SeSecurityPrivilege		Manage auditing and security log
6336	VBoxTray.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6336	VBoxTray.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6336	VBoxTray.exe	11	SeSystemProfilePrivilege		Profile system performance
6336	VBoxTray.exe	12	SeSystemtimePrivilege		Change the system time
6336	VBoxTray.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6336	VBoxTray.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6336	VBoxTray.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6336	VBoxTray.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6336	VBoxTray.exe	17	SeBackupPrivilege		Backup files and directories
6336	VBoxTray.exe	18	SeRestorePrivilege		Restore files and directories
6336	VBoxTray.exe	19	SeShutdownPrivilege	Present	Shut down the system
6336	VBoxTray.exe	20	SeDebugPrivilege		Debug programs
6336	VBoxTray.exe	21	SeAuditPrivilege		Generate security audits
6336	VBoxTray.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6336	VBoxTray.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6336	VBoxTray.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6336	VBoxTray.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6336	VBoxTray.exe	26	SeSyncAgentPrivilege		Synch directory service data
6336	VBoxTray.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6336	VBoxTray.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6336	VBoxTray.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6336	VBoxTray.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6336	VBoxTray.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6336	VBoxTray.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6336	VBoxTray.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6336	VBoxTray.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6336	VBoxTray.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6336	VBoxTray.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6544	Teams.exe	2	SeCreateTokenPrivilege		Create a token object
6544	Teams.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6544	Teams.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6544	Teams.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
6544	Teams.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6544	Teams.exe	7	SeTcbPrivilege		Act as part of the operating system
6544	Teams.exe	8	SeSecurityPrivilege		Manage auditing and security log
6544	Teams.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6544	Teams.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6544	Teams.exe	11	SeSystemProfilePrivilege		Profile system performance
6544	Teams.exe	12	SeSystemtimePrivilege		Change the system time
6544	Teams.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6544	Teams.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6544	Teams.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6544	Teams.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6544	Teams.exe	17	SeBackupPrivilege		Backup files and directories
6544	Teams.exe	18	SeRestorePrivilege		Restore files and directories
6544	Teams.exe	19	SeShutdownPrivilege	Present	Shut down the system
6544	Teams.exe	20	SeDebugPrivilege		Debug programs
6544	Teams.exe	21	SeAuditPrivilege		Generate security audits
6544	Teams.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6544	Teams.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6544	Teams.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6544	Teams.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6544	Teams.exe	26	SeSyncAgentPrivilege		Synch directory service data
6544	Teams.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6544	Teams.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6544	Teams.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
6544	Teams.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6544	Teams.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6544	Teams.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6544	Teams.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6544	Teams.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6544	Teams.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6544	Teams.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
7012	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
7012	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
7012	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
7012	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
7012	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
7012	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
7012	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
7012	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
7012	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
7012	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
7012	svchost.exe	12	SeSystemtimePrivilege		Change the system time
7012	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
7012	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
7012	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
7012	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
7012	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
7012	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
7012	svchost.exe	19	SeShutdownPrivilege		Shut down the system
7012	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
7012	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
7012	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
7012	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
7012	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
7012	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
7012	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
7012	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
7012	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
7012	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
7012	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
7012	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
7012	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
7012	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
7012	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
7012	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
7012	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
6300	cmd.exe	2	SeCreateTokenPrivilege		Create a token object
6300	cmd.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
6300	cmd.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
6300	cmd.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
6300	cmd.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6300	cmd.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
6300	cmd.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
6300	cmd.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
6300	cmd.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
6300	cmd.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
6300	cmd.exe	12	SeSystemtimePrivilege	Present	Change the system time
6300	cmd.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
6300	cmd.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
6300	cmd.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
6300	cmd.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
6300	cmd.exe	17	SeBackupPrivilege	Present	Backup files and directories
6300	cmd.exe	18	SeRestorePrivilege	Present	Restore files and directories
6300	cmd.exe	19	SeShutdownPrivilege	Present	Shut down the system
6300	cmd.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
6300	cmd.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
6300	cmd.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
6300	cmd.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6300	cmd.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6300	cmd.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6300	cmd.exe	26	SeSyncAgentPrivilege		Synch directory service data
6300	cmd.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6300	cmd.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
6300	cmd.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
6300	cmd.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
6300	cmd.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6300	cmd.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6300	cmd.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
6300	cmd.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
6300	cmd.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
6300	cmd.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
3672	conhost.exe	2	SeCreateTokenPrivilege		Create a token object
3672	conhost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3672	conhost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3672	conhost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3672	conhost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3672	conhost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3672	conhost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3672	conhost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3672	conhost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3672	conhost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3672	conhost.exe	12	SeSystemtimePrivilege	Present	Change the system time
3672	conhost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3672	conhost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3672	conhost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3672	conhost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3672	conhost.exe	17	SeBackupPrivilege	Present	Backup files and directories
3672	conhost.exe	18	SeRestorePrivilege	Present	Restore files and directories
3672	conhost.exe	19	SeShutdownPrivilege	Present	Shut down the system
3672	conhost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3672	conhost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3672	conhost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3672	conhost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3672	conhost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3672	conhost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3672	conhost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3672	conhost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3672	conhost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3672	conhost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3672	conhost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3672	conhost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3672	conhost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3672	conhost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3672	conhost.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
