Volatility 3 Framework 2.4.1

PID	Process	Block	Variable	Value
1036	svchost.exe	0x254150038c0	ALLUSERSPROFILE	C:\ProgramData
1036	svchost.exe	0x254150038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1036	svchost.exe	0x254150038c0	ChocolateyInstall	C:\ProgramData\chocolatey
1036	svchost.exe	0x254150038c0	ChocolateyToolsLocation	C:\Tools
1036	svchost.exe	0x254150038c0	CommonProgramFiles	C:\Program Files\Common Files
1036	svchost.exe	0x254150038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1036	svchost.exe	0x254150038c0	CommonProgramW6432	C:\Program Files\Common Files
1036	svchost.exe	0x254150038c0	COMPUTERNAME	MSEDGEWIN10
1036	svchost.exe	0x254150038c0	ComSpec	C:\Windows\system32\cmd.exe
1036	svchost.exe	0x254150038c0	DriverData	C:\Windows\System32\Drivers\DriverData
1036	svchost.exe	0x254150038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1036	svchost.exe	0x254150038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1036	svchost.exe	0x254150038c0	NUMBER_OF_PROCESSORS	8
1036	svchost.exe	0x254150038c0	OS	Windows_NT
1036	svchost.exe	0x254150038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1036	svchost.exe	0x254150038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1036	svchost.exe	0x254150038c0	PROCESSOR_ARCHITECTURE	AMD64
1036	svchost.exe	0x254150038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1036	svchost.exe	0x254150038c0	PROCESSOR_LEVEL	23
1036	svchost.exe	0x254150038c0	PROCESSOR_REVISION	7100
1036	svchost.exe	0x254150038c0	ProgramData	C:\ProgramData
1036	svchost.exe	0x254150038c0	ProgramFiles	C:\Program Files
1036	svchost.exe	0x254150038c0	ProgramFiles(x86)	C:\Program Files (x86)
1036	svchost.exe	0x254150038c0	ProgramW6432	C:\Program Files
1036	svchost.exe	0x254150038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1036	svchost.exe	0x254150038c0	PUBLIC	C:\Users\Public
1036	svchost.exe	0x254150038c0	RAW_TOOLS_DIR	C:\Tools
1036	svchost.exe	0x254150038c0	SystemDrive	C:
1036	svchost.exe	0x254150038c0	SystemRoot	C:\Windows
1036	svchost.exe	0x254150038c0	TEMP	C:\Windows\TEMP
1036	svchost.exe	0x254150038c0	TMP	C:\Windows\TEMP
1036	svchost.exe	0x254150038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1036	svchost.exe	0x254150038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1036	svchost.exe	0x254150038c0	USERDOMAIN	WORKGROUP
1036	svchost.exe	0x254150038c0	USERNAME	MSEDGEWIN10$
1036	svchost.exe	0x254150038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
1036	svchost.exe	0x254150038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
1036	svchost.exe	0x254150038c0	windir	C:\Windows
2188	svchost.exe	0x210b50038c0	ALLUSERSPROFILE	C:\ProgramData
2188	svchost.exe	0x210b50038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2188	svchost.exe	0x210b50038c0	ChocolateyInstall	C:\ProgramData\chocolatey
2188	svchost.exe	0x210b50038c0	ChocolateyToolsLocation	C:\Tools
2188	svchost.exe	0x210b50038c0	CommonProgramFiles	C:\Program Files\Common Files
2188	svchost.exe	0x210b50038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
2188	svchost.exe	0x210b50038c0	CommonProgramW6432	C:\Program Files\Common Files
2188	svchost.exe	0x210b50038c0	COMPUTERNAME	MSEDGEWIN10
2188	svchost.exe	0x210b50038c0	ComSpec	C:\Windows\system32\cmd.exe
2188	svchost.exe	0x210b50038c0	DriverData	C:\Windows\System32\Drivers\DriverData
2188	svchost.exe	0x210b50038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
2188	svchost.exe	0x210b50038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2188	svchost.exe	0x210b50038c0	NUMBER_OF_PROCESSORS	8
2188	svchost.exe	0x210b50038c0	OS	Windows_NT
2188	svchost.exe	0x210b50038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
2188	svchost.exe	0x210b50038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2188	svchost.exe	0x210b50038c0	PROCESSOR_ARCHITECTURE	AMD64
2188	svchost.exe	0x210b50038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
2188	svchost.exe	0x210b50038c0	PROCESSOR_LEVEL	23
2188	svchost.exe	0x210b50038c0	PROCESSOR_REVISION	7100
2188	svchost.exe	0x210b50038c0	ProgramData	C:\ProgramData
2188	svchost.exe	0x210b50038c0	ProgramFiles	C:\Program Files
2188	svchost.exe	0x210b50038c0	ProgramFiles(x86)	C:\Program Files (x86)
2188	svchost.exe	0x210b50038c0	ProgramW6432	C:\Program Files
2188	svchost.exe	0x210b50038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
2188	svchost.exe	0x210b50038c0	PUBLIC	C:\Users\Public
2188	svchost.exe	0x210b50038c0	RAW_TOOLS_DIR	C:\Tools
2188	svchost.exe	0x210b50038c0	SystemDrive	C:
2188	svchost.exe	0x210b50038c0	SystemRoot	C:\Windows
2188	svchost.exe	0x210b50038c0	TEMP	C:\Windows\TEMP
2188	svchost.exe	0x210b50038c0	TMP	C:\Windows\TEMP
2188	svchost.exe	0x210b50038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
2188	svchost.exe	0x210b50038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
2188	svchost.exe	0x210b50038c0	USERDOMAIN	WORKGROUP
2188	svchost.exe	0x210b50038c0	USERNAME	MSEDGEWIN10$
2188	svchost.exe	0x210b50038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
2188	svchost.exe	0x210b50038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
2188	svchost.exe	0x210b50038c0	windir	C:\Windows
4168	svchost.exe	0x1ee37003940	ALLUSERSPROFILE	C:\ProgramData
4168	svchost.exe	0x1ee37003940	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
4168	svchost.exe	0x1ee37003940	ChocolateyInstall	C:\ProgramData\chocolatey
4168	svchost.exe	0x1ee37003940	ChocolateyToolsLocation	C:\Tools
4168	svchost.exe	0x1ee37003940	CommonProgramFiles	C:\Program Files\Common Files
4168	svchost.exe	0x1ee37003940	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4168	svchost.exe	0x1ee37003940	CommonProgramW6432	C:\Program Files\Common Files
4168	svchost.exe	0x1ee37003940	COMPUTERNAME	MSEDGEWIN10
4168	svchost.exe	0x1ee37003940	ComSpec	C:\Windows\system32\cmd.exe
4168	svchost.exe	0x1ee37003940	DriverData	C:\Windows\System32\Drivers\DriverData
4168	svchost.exe	0x1ee37003940	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
4168	svchost.exe	0x1ee37003940	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
4168	svchost.exe	0x1ee37003940	NUMBER_OF_PROCESSORS	8
4168	svchost.exe	0x1ee37003940	OS	Windows_NT
4168	svchost.exe	0x1ee37003940	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
4168	svchost.exe	0x1ee37003940	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4168	svchost.exe	0x1ee37003940	PROCESSOR_ARCHITECTURE	AMD64
4168	svchost.exe	0x1ee37003940	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
4168	svchost.exe	0x1ee37003940	PROCESSOR_LEVEL	23
4168	svchost.exe	0x1ee37003940	PROCESSOR_REVISION	7100
4168	svchost.exe	0x1ee37003940	ProgramData	C:\ProgramData
4168	svchost.exe	0x1ee37003940	ProgramFiles	C:\Program Files
4168	svchost.exe	0x1ee37003940	ProgramFiles(x86)	C:\Program Files (x86)
4168	svchost.exe	0x1ee37003940	ProgramW6432	C:\Program Files
4168	svchost.exe	0x1ee37003940	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4168	svchost.exe	0x1ee37003940	PUBLIC	C:\Users\Public
4168	svchost.exe	0x1ee37003940	RAW_TOOLS_DIR	C:\Tools
4168	svchost.exe	0x1ee37003940	SystemDrive	C:
4168	svchost.exe	0x1ee37003940	SystemRoot	C:\Windows
4168	svchost.exe	0x1ee37003940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
4168	svchost.exe	0x1ee37003940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
4168	svchost.exe	0x1ee37003940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
4168	svchost.exe	0x1ee37003940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
4168	svchost.exe	0x1ee37003940	USERDOMAIN	NT AUTHORITY
4168	svchost.exe	0x1ee37003940	USERNAME	LOCAL SERVICE
4168	svchost.exe	0x1ee37003940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
4168	svchost.exe	0x1ee37003940	VM_COMMON_DIR	C:\ProgramData\FEVM
4168	svchost.exe	0x1ee37003940	windir	C:\Windows
4292	svchost.exe	0x142fc4038c0	ALLUSERSPROFILE	C:\ProgramData
4292	svchost.exe	0x142fc4038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
4292	svchost.exe	0x142fc4038c0	ChocolateyInstall	C:\ProgramData\chocolatey
4292	svchost.exe	0x142fc4038c0	ChocolateyToolsLocation	C:\Tools
4292	svchost.exe	0x142fc4038c0	CommonProgramFiles	C:\Program Files\Common Files
4292	svchost.exe	0x142fc4038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4292	svchost.exe	0x142fc4038c0	CommonProgramW6432	C:\Program Files\Common Files
4292	svchost.exe	0x142fc4038c0	COMPUTERNAME	MSEDGEWIN10
4292	svchost.exe	0x142fc4038c0	ComSpec	C:\Windows\system32\cmd.exe
4292	svchost.exe	0x142fc4038c0	DriverData	C:\Windows\System32\Drivers\DriverData
4292	svchost.exe	0x142fc4038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
4292	svchost.exe	0x142fc4038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
4292	svchost.exe	0x142fc4038c0	NUMBER_OF_PROCESSORS	8
4292	svchost.exe	0x142fc4038c0	OS	Windows_NT
4292	svchost.exe	0x142fc4038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
4292	svchost.exe	0x142fc4038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4292	svchost.exe	0x142fc4038c0	PROCESSOR_ARCHITECTURE	AMD64
4292	svchost.exe	0x142fc4038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
4292	svchost.exe	0x142fc4038c0	PROCESSOR_LEVEL	23
4292	svchost.exe	0x142fc4038c0	PROCESSOR_REVISION	7100
4292	svchost.exe	0x142fc4038c0	ProgramData	C:\ProgramData
4292	svchost.exe	0x142fc4038c0	ProgramFiles	C:\Program Files
4292	svchost.exe	0x142fc4038c0	ProgramFiles(x86)	C:\Program Files (x86)
4292	svchost.exe	0x142fc4038c0	ProgramW6432	C:\Program Files
4292	svchost.exe	0x142fc4038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
4292	svchost.exe	0x142fc4038c0	PUBLIC	C:\Users\Public
4292	svchost.exe	0x142fc4038c0	RAW_TOOLS_DIR	C:\Tools
4292	svchost.exe	0x142fc4038c0	SystemDrive	C:
4292	svchost.exe	0x142fc4038c0	SystemRoot	C:\Windows
4292	svchost.exe	0x142fc4038c0	TEMP	C:\Windows\TEMP
4292	svchost.exe	0x142fc4038c0	TMP	C:\Windows\TEMP
4292	svchost.exe	0x142fc4038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
4292	svchost.exe	0x142fc4038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
4292	svchost.exe	0x142fc4038c0	USERDOMAIN	WORKGROUP
4292	svchost.exe	0x142fc4038c0	USERNAME	MSEDGEWIN10$
4292	svchost.exe	0x142fc4038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
4292	svchost.exe	0x142fc4038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
4292	svchost.exe	0x142fc4038c0	windir	C:\Windows
4336	ctfmon.exe	0x259c1892590	ALLUSERSPROFILE	C:\ProgramData
4336	ctfmon.exe	0x259c1892590	APPDATA	C:\Users\IEUser\AppData\Roaming
4336	ctfmon.exe	0x259c1892590	ChocolateyInstall	C:\ProgramData\chocolatey
4336	ctfmon.exe	0x259c1892590	ChocolateyLastPathUpdate	132973136170645366
4336	ctfmon.exe	0x259c1892590	ChocolateyToolsLocation	C:\Tools
4336	ctfmon.exe	0x259c1892590	CommonProgramFiles	C:\Program Files\Common Files
4336	ctfmon.exe	0x259c1892590	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4336	ctfmon.exe	0x259c1892590	CommonProgramW6432	C:\Program Files\Common Files
4336	ctfmon.exe	0x259c1892590	COMPUTERNAME	MSEDGEWIN10
4336	ctfmon.exe	0x259c1892590	ComSpec	C:\Windows\system32\cmd.exe
4336	ctfmon.exe	0x259c1892590	DriverData	C:\Windows\System32\Drivers\DriverData
4336	ctfmon.exe	0x259c1892590	HOMEDRIVE	C:
4336	ctfmon.exe	0x259c1892590	HOMEPATH	\Users\IEUser
4336	ctfmon.exe	0x259c1892590	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
4336	ctfmon.exe	0x259c1892590	LOCALAPPDATA	C:\Users\IEUser\AppData\Local
4336	ctfmon.exe	0x259c1892590	LOGONSERVER	\\MSEDGEWIN10
4336	ctfmon.exe	0x259c1892590	NUMBER_OF_PROCESSORS	8
4336	ctfmon.exe	0x259c1892590	OneDrive	C:\Users\IEUser\OneDrive
4336	ctfmon.exe	0x259c1892590	OS	Windows_NT
4336	ctfmon.exe	0x259c1892590	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Users\IEUser\AppData\Local\Microsoft\WindowsApps;C:\Tools\Cmder;C:\ProgramData\chocolatey\lib\radare2.flare\tools\radare2\bin;C:\Tools\java-deobfuscator-gui;C:\Tools\Bytecode-Viewer;C:\Program Files (x86)\Nmap;C:\ProgramData\chocolatey\lib\rawcap\tools\rawcap;C:\Tools\pyinstxtractor;C:\Tools\oledump;C:\Tools\rtfdump;C:\Tools\msoffcrypto-crack;C:\Program Files (x86)\pdfid;C:\Program Files (x86)\pdfparser;C:\pdfstreamdumper;C:\iDefense\SysAnalyzer;C:\Users\IEUser\AppData\Local\Programs\Fiddler;C:\Users\IEUser\AppData\Roaming\npm
4336	ctfmon.exe	0x259c1892590	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4336	ctfmon.exe	0x259c1892590	PROCESSOR_ARCHITECTURE	AMD64
4336	ctfmon.exe	0x259c1892590	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
4336	ctfmon.exe	0x259c1892590	PROCESSOR_LEVEL	23
4336	ctfmon.exe	0x259c1892590	PROCESSOR_REVISION	7100
4336	ctfmon.exe	0x259c1892590	ProgramData	C:\ProgramData
4336	ctfmon.exe	0x259c1892590	ProgramFiles	C:\Program Files
4336	ctfmon.exe	0x259c1892590	ProgramFiles(x86)	C:\Program Files (x86)
4336	ctfmon.exe	0x259c1892590	ProgramW6432	C:\Program Files
4336	ctfmon.exe	0x259c1892590	PROMPT	FLARE$S$d$s$t$_$p$+$g
4336	ctfmon.exe	0x259c1892590	PSModulePath	C:\Users\IEUser\Documents\WindowsPowerShell\Modules
4336	ctfmon.exe	0x259c1892590	PUBLIC	C:\Users\Public
4336	ctfmon.exe	0x259c1892590	RAW_TOOLS_DIR	C:\Tools
4336	ctfmon.exe	0x259c1892590	SystemDrive	C:
4336	ctfmon.exe	0x259c1892590	SystemRoot	C:\Windows
4336	ctfmon.exe	0x259c1892590	TEMP	C:\Users\IEUser\AppData\Local\Temp
4336	ctfmon.exe	0x259c1892590	TMP	C:\Users\IEUser\AppData\Local\Temp
4336	ctfmon.exe	0x259c1892590	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
4336	ctfmon.exe	0x259c1892590	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
4336	ctfmon.exe	0x259c1892590	USERDOMAIN	MSEDGEWIN10
4336	ctfmon.exe	0x259c1892590	USERDOMAIN_ROAMINGPROFILE	MSEDGEWIN10
4336	ctfmon.exe	0x259c1892590	USERNAME	IEUser
4336	ctfmon.exe	0x259c1892590	USERPROFILE	C:\Users\IEUser
4336	ctfmon.exe	0x259c1892590	VM_COMMON_DIR	C:\ProgramData\FEVM
4336	ctfmon.exe	0x259c1892590	windir	C:\Windows
4336	ctfmon.exe	0x259c1892590	_NT_SYMBOL_PATH	symsrv*symsrv.dll*C:\symbols*http://msdl.microsoft.com/download/symbols
4688	explorer.exe	0x14325c0	ALLUSERSPROFILE	C:\ProgramData
4688	explorer.exe	0x14325c0	APPDATA	C:\Users\IEUser\AppData\Roaming
4688	explorer.exe	0x14325c0	ChocolateyInstall	C:\ProgramData\chocolatey
4688	explorer.exe	0x14325c0	ChocolateyLastPathUpdate	132973136170645366
4688	explorer.exe	0x14325c0	ChocolateyToolsLocation	C:\Tools
4688	explorer.exe	0x14325c0	CommonProgramFiles	C:\Program Files\Common Files
4688	explorer.exe	0x14325c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4688	explorer.exe	0x14325c0	CommonProgramW6432	C:\Program Files\Common Files
4688	explorer.exe	0x14325c0	COMPUTERNAME	MSEDGEWIN10
4688	explorer.exe	0x14325c0	ComSpec	C:\Windows\system32\cmd.exe
4688	explorer.exe	0x14325c0	DriverData	C:\Windows\System32\Drivers\DriverData
4688	explorer.exe	0x14325c0	FPS_BROWSER_APP_PROFILE_STRING	Internet Explorer
4688	explorer.exe	0x14325c0	FPS_BROWSER_USER_PROFILE_STRING	Default
4688	explorer.exe	0x14325c0	HOMEDRIVE	C:
4688	explorer.exe	0x14325c0	HOMEPATH	\Users\IEUser
4688	explorer.exe	0x14325c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
4688	explorer.exe	0x14325c0	LOCALAPPDATA	C:\Users\IEUser\AppData\Local
4688	explorer.exe	0x14325c0	LOGONSERVER	\\MSEDGEWIN10
4688	explorer.exe	0x14325c0	NUMBER_OF_PROCESSORS	8
4688	explorer.exe	0x14325c0	OneDrive	C:\Users\IEUser\OneDrive
4688	explorer.exe	0x14325c0	OS	Windows_NT
4688	explorer.exe	0x14325c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Users\IEUser\AppData\Local\Microsoft\WindowsApps;C:\Tools\Cmder;;C:\ProgramData\chocolatey\lib\radare2.flare\tools\radare2\bin;C:\Tools\java-deobfuscator-gui;C:\Tools\Bytecode-Viewer;C:\Program Files (x86)\Nmap;C:\ProgramData\chocolatey\lib\rawcap\tools\rawcap;C:\Tools\pyinstxtractor;C:\Tools\oledump;C:\Tools\rtfdump;C:\Tools\msoffcrypto-crack;C:\Program Files (x86)\pdfid;C:\Program Files (x86)\pdfparser;C:\pdfstreamdumper;C:\iDefense\SysAnalyzer;;C:\Users\IEUser\AppData\Local\Programs\Fiddler;C:\Users\IEUser\AppData\Roaming\npm
4688	explorer.exe	0x14325c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
4688	explorer.exe	0x14325c0	PROCESSOR_ARCHITECTURE	AMD64
4688	explorer.exe	0x14325c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
4688	explorer.exe	0x14325c0	PROCESSOR_LEVEL	23
4688	explorer.exe	0x14325c0	PROCESSOR_REVISION	7100
4688	explorer.exe	0x14325c0	ProgramData	C:\ProgramData
4688	explorer.exe	0x14325c0	ProgramFiles	C:\Program Files
4688	explorer.exe	0x14325c0	ProgramFiles(x86)	C:\Program Files (x86)
4688	explorer.exe	0x14325c0	ProgramW6432	C:\Program Files
4688	explorer.exe	0x14325c0	PROMPT	FLARE$S$d$s$t$_$p$+$g
4688	explorer.exe	0x14325c0	PSModulePath	C:\Users\IEUser\Documents\WindowsPowerShell\Modules
4688	explorer.exe	0x14325c0	PUBLIC	C:\Users\Public
4688	explorer.exe	0x14325c0	RAW_TOOLS_DIR	C:\Tools
4688	explorer.exe	0x14325c0	SESSIONNAME	Console
4688	explorer.exe	0x14325c0	SystemDrive	C:
4688	explorer.exe	0x14325c0	SystemRoot	C:\Windows
4688	explorer.exe	0x14325c0	TEMP	C:\Users\IEUser\AppData\Local\Temp
4688	explorer.exe	0x14325c0	TMP	C:\Users\IEUser\AppData\Local\Temp
4688	explorer.exe	0x14325c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
4688	explorer.exe	0x14325c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
4688	explorer.exe	0x14325c0	USERDOMAIN	MSEDGEWIN10
4688	explorer.exe	0x14325c0	USERDOMAIN_ROAMINGPROFILE	MSEDGEWIN10
4688	explorer.exe	0x14325c0	USERNAME	IEUser
4688	explorer.exe	0x14325c0	USERPROFILE	C:\Users\IEUser
4688	explorer.exe	0x14325c0	VM_COMMON_DIR	C:\ProgramData\FEVM
4688	explorer.exe	0x14325c0	windir	C:\Windows
4688	explorer.exe	0x14325c0	_NT_SYMBOL_PATH	symsrv*symsrv.dll*C:\symbols*http://msdl.microsoft.com/download/symbols
4688	explorer.exe	0x14325c0	http://msdl.microsoft.com/download/symbol	http://msdl.microsoft.com/download/symbols
4848	svchost.exe	0x21be4403da0	ALLUSERSPROFILE	C:\ProgramData
4848	svchost.exe	0x21be4403da0	APPDATA	C:\Users\IEUser\AppData\Roaming
4848	svchost.exe	0x21be4403da0	ChocolateyInstall	C:\ProgramData\chocolatey
4848	svchost.exe	0x21be4403da0	ChocolateyLastPathUpdate	132973136170645366
4848	svchost.exe	0x21be4403da0	ChocolateyToolsLocation	C:\Tools
4848	svchost.exe	0x21be4403da0	CommonProgramFiles	C:\Program Files\Common Files
4848	svchost.exe	0x21be4403da0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
4848	svchost.exe	0x21be4403da0	CommonProgramW6432	C:\Program Files\Common Files
4848	svchost.exe	0x21be4403da0	COMPUTERNAME	MSEDGEWIN10
4848	svchost.exe	0x21be4403da0	ComSpec	C:\Windows\system32\cmd.exe
4848	svchost.exe	0x21be4403da0	DriverData	C:\Windows\System32\Drivers\DriverData
4848	svchost.exe	0x21be4403da0	HOMEDRIVE	C:
