Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
2724	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2724	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2724	svchost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2724	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
2724	svchost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2724	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2724	svchost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2724	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2724	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
2724	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
2724	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
2724	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2724	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2724	svchost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2724	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2724	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2724	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
2724	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2724	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2724	svchost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2724	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2724	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2724	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2724	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2724	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2724	svchost.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2724	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2724	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2732	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2732	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2732	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
2732	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2732	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2732	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2732	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2732	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2732	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2732	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
2732	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2732	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
2732	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
2732	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
2732	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
2732	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2732	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2732	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2732	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
2732	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
2732	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2732	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2732	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2732	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
2732	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2732	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2732	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
2732	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2732	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2732	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2732	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2732	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
2732	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
2732	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
2732	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
2784	OfficeClickToR	2	SeCreateTokenPrivilege		Create a token object
2784	OfficeClickToR	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2784	OfficeClickToR	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
2784	OfficeClickToR	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2784	OfficeClickToR	6	SeMachineAccountPrivilege		Add workstations to the domain
2784	OfficeClickToR	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2784	OfficeClickToR	8	SeSecurityPrivilege	Present	Manage auditing and security log
2784	OfficeClickToR	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
2784	OfficeClickToR	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2784	OfficeClickToR	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
2784	OfficeClickToR	12	SeSystemtimePrivilege	Present	Change the system time
2784	OfficeClickToR	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
2784	OfficeClickToR	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
2784	OfficeClickToR	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
2784	OfficeClickToR	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
2784	OfficeClickToR	17	SeBackupPrivilege	Present	Backup files and directories
2784	OfficeClickToR	18	SeRestorePrivilege	Present	Restore files and directories
2784	OfficeClickToR	19	SeShutdownPrivilege	Present	Shut down the system
2784	OfficeClickToR	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
2784	OfficeClickToR	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2784	OfficeClickToR	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
2784	OfficeClickToR	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2784	OfficeClickToR	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2784	OfficeClickToR	25	SeUndockPrivilege	Present	Remove computer from docking station
2784	OfficeClickToR	26	SeSyncAgentPrivilege		Synch directory service data
2784	OfficeClickToR	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2784	OfficeClickToR	28	SeManageVolumePrivilege	Present	Manage the files on a volume
2784	OfficeClickToR	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2784	OfficeClickToR	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2784	OfficeClickToR	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2784	OfficeClickToR	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2784	OfficeClickToR	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
2784	OfficeClickToR	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
2784	OfficeClickToR	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
2784	OfficeClickToR	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
2896	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2896	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2896	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
2896	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2896	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2896	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
2896	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2896	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2896	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2896	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
2896	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2896	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
2896	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
2896	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
2896	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
2896	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2896	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2896	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2896	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
2896	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
2896	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2896	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2896	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2896	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
2896	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2896	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2896	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
2896	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2896	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
2896	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2896	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2896	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
2896	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
2896	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
2896	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
2928	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2928	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2928	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
2928	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2928	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2928	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
2928	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2928	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2928	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
2928	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
2928	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2928	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
2928	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
2928	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
2928	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
2928	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2928	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2928	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2928	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
2928	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
2928	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2928	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2928	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2928	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
2928	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2928	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2928	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
2928	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
2928	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2928	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2928	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2928	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
2928	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
2928	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
2928	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
3016	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
3016	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3016	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3016	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
3016	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3016	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
3016	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
3016	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3016	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3016	svchost.exe	11	SeSystemProfilePrivilege	Present	Profile system performance
3016	svchost.exe	12	SeSystemtimePrivilege		Change the system time
3016	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
3016	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
3016	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
3016	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
3016	svchost.exe	17	SeBackupPrivilege		Backup files and directories
3016	svchost.exe	18	SeRestorePrivilege		Restore files and directories
3016	svchost.exe	19	SeShutdownPrivilege		Shut down the system
3016	svchost.exe	20	SeDebugPrivilege		Debug programs
3016	svchost.exe	21	SeAuditPrivilege		Generate security audits
3016	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3016	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3016	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3016	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
3016	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3016	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3016	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3016	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3016	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
3016	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3016	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3016	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
3016	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
3016	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
3016	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3056	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
3056	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3056	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
3056	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3056	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3056	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3056	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3056	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3056	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3056	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
3056	svchost.exe	12	SeSystemtimePrivilege		Change the system time
3056	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
3056	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
3056	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
3056	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
3056	svchost.exe	17	SeBackupPrivilege		Backup files and directories
3056	svchost.exe	18	SeRestorePrivilege		Restore files and directories
3056	svchost.exe	19	SeShutdownPrivilege		Shut down the system
3056	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
3056	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3056	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
3056	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3056	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3056	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
3056	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
3056	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3056	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
3056	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3056	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3056	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3056	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3056	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
3056	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
3056	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
3056	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
4000	sihost.exe	2	SeCreateTokenPrivilege		Create a token object
4000	sihost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4000	sihost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4000	sihost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4000	sihost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4000	sihost.exe	7	SeTcbPrivilege		Act as part of the operating system
4000	sihost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4000	sihost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4000	sihost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4000	sihost.exe	11	SeSystemProfilePrivilege		Profile system performance
4000	sihost.exe	12	SeSystemtimePrivilege		Change the system time
4000	sihost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4000	sihost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4000	sihost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4000	sihost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4000	sihost.exe	17	SeBackupPrivilege		Backup files and directories
4000	sihost.exe	18	SeRestorePrivilege		Restore files and directories
4000	sihost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4000	sihost.exe	20	SeDebugPrivilege		Debug programs
4000	sihost.exe	21	SeAuditPrivilege		Generate security audits
4000	sihost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4000	sihost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4000	sihost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4000	sihost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4000	sihost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4000	sihost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4000	sihost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4000	sihost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4000	sihost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4000	sihost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4000	sihost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4000	sihost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4000	sihost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4000	sihost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4000	sihost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4028	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4028	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4028	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4028	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4028	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4028	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4028	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4028	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4028	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4028	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4028	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4028	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4028	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4028	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4028	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4028	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4028	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4028	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4028	svchost.exe	20	SeDebugPrivilege		Debug programs
4028	svchost.exe	21	SeAuditPrivilege		Generate security audits
4028	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4028	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4028	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4028	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4028	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4028	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4028	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4028	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4028	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4028	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4028	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4028	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4028	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4028	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4028	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
4068	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
4068	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
4068	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
4068	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
4068	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
4068	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
4068	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
4068	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
4068	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
4068	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
4068	svchost.exe	12	SeSystemtimePrivilege		Change the system time
4068	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
4068	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
4068	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
4068	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
4068	svchost.exe	17	SeBackupPrivilege		Backup files and directories
4068	svchost.exe	18	SeRestorePrivilege		Restore files and directories
4068	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
4068	svchost.exe	20	SeDebugPrivilege		Debug programs
4068	svchost.exe	21	SeAuditPrivilege		Generate security audits
4068	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
4068	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
4068	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
4068	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
4068	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
4068	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
4068	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
4068	svchost.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
4068	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
4068	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
4068	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
4068	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
4068	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
4068	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
4068	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3684	taskhostw.exe	2	SeCreateTokenPrivilege		Create a token object
3684	taskhostw.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
3684	taskhostw.exe	4	SeLockMemoryPrivilege		Lock pages in memory
3684	taskhostw.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
3684	taskhostw.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3684	taskhostw.exe	7	SeTcbPrivilege		Act as part of the operating system
3684	taskhostw.exe	8	SeSecurityPrivilege		Manage auditing and security log
3684	taskhostw.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
3684	taskhostw.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
3684	taskhostw.exe	11	SeSystemProfilePrivilege		Profile system performance
